County Name,County Code Number,State FIPS Code,County FIPS Code,County Code,Latitude/Longitude,New Diagnoses HIV Disease Count,New Diagnoses HIV Disease Description,Prevalence HIV Disease Count ,Prevalence HIV Disease Description ,New Diagnoses HIV Disease Among IDU Count ,New Diagnoses HIV Disease Among IDU Description ,Prevalence HIV Disease Among IDU Count,Prevalence HIV Disease Among IDU Description,Year
Cumberland,21,42,041,21,"(40.167598388, -77.268662705)",12,Individuals with New Diagnoses HIV Disease,387,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,143,Individuals with Prevalence HIV Disease Among IDU,2016
Cumberland,21,42,041,21,"(40.167598388, -77.268662705)",7,Individuals with New Diagnoses HIV Disease,383,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,146,Individuals with  Prevalence HIV Disease Among IDU,2015
Cumberland,21,42,041,21,"(40.167598388, -77.268662705)",9,Individuals with New Diagnoses HIV Disease,382,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,150,Individuals with Prevalence HIV Disease Among IDU,2014
Cumberland,21,42,041,21,"(40.167598388, -77.268662705)",16,Individuals with New Diagnoses HIV Disease,377,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,152,Individuals with  Prevalence HIV Disease Among IDU,2013
Cumberland,21,42,041,21,"(40.167598388, -77.268662705)",9,Individuals with New Diagnoses HIV Disease,372,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,155,Individuals with Prevalence HIV Disease Among IDU,2012
Dauphin,22,42,043,22,"(40.4197463597, -76.7796056802)",49,Individuals with New Diagnoses HIV Disease,1054,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,220,Individuals with Prevalence HIV Disease Among IDU,2016
Dauphin,22,42,043,22,"(40.4197463597, -76.7796056802)",33,Individuals with New Diagnoses HIV Disease,982,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,224,Individuals with  Prevalence HIV Disease Among IDU,2013
Dauphin,22,42,043,22,"(40.4197463597, -76.7796056802)",34,Individuals with New Diagnoses HIV Disease,1017,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,224,Individuals with Prevalence HIV Disease Among IDU,2015
Dauphin,22,42,043,22,"(40.4197463597, -76.7796056802)",37,Individuals with New Diagnoses HIV Disease,1005,Individuals with Prevalence HIV Disease,5,Individuals with New Diagnoses HIV Disease among IDU,226,Individuals with  Prevalence HIV Disease Among IDU,2014
Dauphin,22,42,043,22,"(40.4197463597, -76.7796056802)",40,Individuals with New Diagnoses HIV Disease,966,Individuals with Prevalence HIV Disease,6,Individuals with New Diagnoses HIV Disease among IDU,228,Individuals with Prevalence HIV Disease Among IDU,2012
Delaware,23,42,045,23,"(39.9165786652, -75.4062771212)",61,Individuals with New Diagnoses HIV Disease,1736,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,378,Individuals with Prevalence HIV Disease Among IDU,2016
Delaware,23,42,045,23,"(39.9165786652, -75.4062771212)",69,Individuals with New Diagnoses HIV Disease,1690,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,382,Individuals with  Prevalence HIV Disease Among IDU,2015
Delaware,23,42,045,23,"(39.9165786652, -75.4062771212)",72,Individuals with New Diagnoses HIV Disease,1645,Individuals with Prevalence HIV Disease,5,Individuals with New Diagnoses HIV Disease among IDU,385,Individuals with Prevalence HIV Disease Among IDU,2014
Delaware,23,42,045,23,"(39.9165786652, -75.4062771212)",76,Individuals with New Diagnoses HIV Disease,1605,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,393,Individuals with  Prevalence HIV Disease Among IDU,2013
Delaware,23,42,045,23,"(39.9165786652, -75.4062771212)",93,Individuals with New Diagnoses HIV Disease,1560,Individuals with Prevalence HIV Disease,6,Individuals with New Diagnoses HIV Disease among IDU,408,Individuals with Prevalence HIV Disease Among IDU,2012
Elk,24,42,047,24,"(41.4281941606, -78.6494771322)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,6,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Elk,24,42,047,24,"(41.4281941606, -78.6494771322)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,7,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Elk,24,42,047,24,"(41.4281941606, -78.6494771322)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,7,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Elk,24,42,047,24,"(41.4281941606, -78.6494771322)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,7,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Elk,24,42,047,24,"(41.4281941606, -78.6494771322)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,7,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Erie,25,42,049,25,"(41.9941378702, -80.0407591036)",11,Individuals with New Diagnoses HIV Disease,306,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,81,Individuals with Prevalence HIV Disease Among IDU,2012
Erie,25,42,049,25,"(41.9941378702, -80.0407591036)",14,Individuals with New Diagnoses HIV Disease,316,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,81,Individuals with  Prevalence HIV Disease Among IDU,2013
Erie,25,42,049,25,"(41.9941378702, -80.0407591036)",12,Individuals with New Diagnoses HIV Disease,322,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,81,Individuals with Prevalence HIV Disease Among IDU,2014
Erie,25,42,049,25,"(41.9941378702, -80.0407591036)",15,Individuals with New Diagnoses HIV Disease,332,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,81,Individuals with  Prevalence HIV Disease Among IDU,2015
Erie,25,42,049,25,"(41.9941378702, -80.0407591036)",13,Individuals with New Diagnoses HIV Disease,343,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,81,Individuals with Prevalence HIV Disease Among IDU,2016
Fayette,26,42,051,26,"(39.919447803, -79.6518963464)",6,Individuals with New Diagnoses HIV Disease,83,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,16,Individuals with Prevalence HIV Disease Among IDU,2012
Fayette,26,42,051,26,"(39.919447803, -79.6518963464)",7,Individuals with New Diagnoses HIV Disease,89,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,17,Individuals with Prevalence HIV Disease Among IDU,2013
Fayette,26,42,051,26,"(39.919447803, -79.6518963464)",5,Individuals with New Diagnoses HIV Disease,92,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,17,Individuals with  Prevalence HIV Disease Among IDU,2014
Fayette,26,42,051,26,"(39.919447803, -79.6518963464)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,93,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,17,Individuals with  Prevalence HIV Disease Among IDU,2015
Fayette,26,42,051,26,"(39.919447803, -79.6518963464)",6,Individuals with New Diagnoses HIV Disease,99,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,17,Individuals with Prevalence HIV Disease Among IDU,2016
Forest,27,42,053,27,"(41.5135787577, -79.2378099483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,13,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Forest,27,42,053,27,"(41.5135787577, -79.2378099483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,13,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Forest,27,42,053,27,"(41.5135787577, -79.2378099483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,12,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Forest,27,42,053,27,"(41.5135787577, -79.2378099483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,12,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Forest,27,42,053,27,"(41.5135787577, -79.2378099483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,12,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Franklin,28,42,055,28,"(39.9278619704, -77.7239884483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,141,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,26,Individuals with Prevalence HIV Disease Among IDU,2016
Franklin,28,42,055,28,"(39.9278619704, -77.7239884483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,139,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,28,Individuals with  Prevalence HIV Disease Among IDU,2015
Franklin,28,42,055,28,"(39.9278619704, -77.7239884483)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,127,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,29,Individuals with  Prevalence HIV Disease Among IDU,2012
Franklin,28,42,055,28,"(39.9278619704, -77.7239884483)",7,Individuals with New Diagnoses HIV Disease,133,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,29,Individuals with  Prevalence HIV Disease Among IDU,2013
Franklin,28,42,055,28,"(39.9278619704, -77.7239884483)",9,Individuals with New Diagnoses HIV Disease,140,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,29,Individuals with Prevalence HIV Disease Among IDU,2014
Fulton,29,42,057,29,"(39.9248751086, -78.1148504535)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,9,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Fulton,29,42,057,29,"(39.9248751086, -78.1148504535)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,10,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Fulton,29,42,057,29,"(39.9248751086, -78.1148504535)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,10,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Fulton,29,42,057,29,"(39.9248751086, -78.1148504535)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,10,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Fulton,29,42,057,29,"(39.9248751086, -78.1148504535)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,10,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Greene,30,42,059,30,"(39.8548039342, -80.2294381655)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,23,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with Prevalence HIV Disease Among IDU,2012
Greene,30,42,059,30,"(39.8548039342, -80.2294381655)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,23,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with  Prevalence HIV Disease Among IDU,2013
Greene,30,42,059,30,"(39.8548039342, -80.2294381655)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,24,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with Prevalence HIV Disease Among IDU,2014
Greene,30,42,059,30,"(39.8548039342, -80.2294381655)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,24,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with  Prevalence HIV Disease Among IDU,2015
Greene,30,42,059,30,"(39.8548039342, -80.2294381655)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,24,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,7,Individuals with Prevalence HIV Disease Among IDU,2016
Huntingdon,31,42,061,31,"(40.4161050032, -77.9827661036)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,70,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,37,Individuals with Prevalence HIV Disease Among IDU,2014
Huntingdon,31,42,061,31,"(40.4161050032, -77.9827661036)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,72,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,37,Individuals with  Prevalence HIV Disease Among IDU,2015
Huntingdon,31,42,061,31,"(40.4161050032, -77.9827661036)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,72,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,37,Individuals with Prevalence HIV Disease Among IDU,2016
Huntingdon,31,42,061,31,"(40.4161050032, -77.9827661036)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,71,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,38,Individuals with Prevalence HIV Disease Among IDU,2013
Huntingdon,31,42,061,31,"(40.4161050032, -77.9827661036)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,71,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,39,Individuals with  Prevalence HIV Disease Among IDU,2012
Indiana,32,42,063,32,"(40.6529549748, -79.0933349286)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,37,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Indiana,32,42,063,32,"(40.6529549748, -79.0933349286)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,37,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Indiana,32,42,063,32,"(40.6529549748, -79.0933349286)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,37,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Indiana,32,42,063,32,"(40.6529549748, -79.0933349286)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,38,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Indiana,32,42,063,32,"(40.6529549748, -79.0933349286)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,39,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Jefferson,33,42,065,33,"(41.1313909115, -79.0010181419)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,15,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2012
Jefferson,33,42,065,33,"(41.1313909115, -79.0010181419)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,15,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2013
Jefferson,33,42,065,33,"(41.1313909115, -79.0010181419)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,15,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2014
Jefferson,33,42,065,33,"(41.1313909115, -79.0010181419)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,16,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with  Prevalence HIV Disease Among IDU,2015
Jefferson,33,42,065,33,"(41.1313909115, -79.0010181419)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,16,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,5,Individuals with Prevalence HIV Disease Among IDU,2016
Juniata,34,42,067,34,"(40.5343300836, -77.405775001)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,16,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Juniata,34,42,067,34,"(40.5343300836, -77.405775001)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,16,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Juniata,34,42,067,34,"(40.5343300836, -77.405775001)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Juniata,34,42,067,34,"(40.5343300836, -77.405775001)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Juniata,34,42,067,34,"(40.5343300836, -77.405775001)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,17,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Lackawanna,35,42,069,35,"(41.4391006428, -75.6121834524)",13,Individuals with New Diagnoses HIV Disease,307,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,67,Individuals with  Prevalence HIV Disease Among IDU,2016
Lackawanna,35,42,069,35,"(41.4391006428, -75.6121834524)",13,Individuals with New Diagnoses HIV Disease,277,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,68,Individuals with Prevalence HIV Disease Among IDU,2012
Lackawanna,35,42,069,35,"(41.4391006428, -75.6121834524)",11,Individuals with New Diagnoses HIV Disease,296,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,68,Individuals with  Prevalence HIV Disease Among IDU,2015
Lackawanna,35,42,069,35,"(41.4391006428, -75.6121834524)",9,Individuals with New Diagnoses HIV Disease,289,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,70,Individuals with Prevalence HIV Disease Among IDU,2014
Lackawanna,35,42,069,35,"(41.4391006428, -75.6121834524)",12,Individuals with New Diagnoses HIV Disease,283,Individuals with Prevalence HIV Disease,5,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,71,Individuals with  Prevalence HIV Disease Among IDU,2013
Lancaster,36,42,071,36,"(40.0459079619, -76.2513876838)",31,Individuals with New Diagnoses HIV Disease,798,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,182,Individuals with  Prevalence HIV Disease Among IDU,2012
Lancaster,36,42,071,36,"(40.0459079619, -76.2513876838)",27,Individuals with New Diagnoses HIV Disease,838,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,183,Individuals with Prevalence HIV Disease Among IDU,2014
Lancaster,36,42,071,36,"(40.0459079619, -76.2513876838)",34,Individuals with New Diagnoses HIV Disease,819,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,184,Individuals with  Prevalence HIV Disease Among IDU,2013
Lancaster,36,42,071,36,"(40.0459079619, -76.2513876838)",35,Individuals with New Diagnoses HIV Disease,860,Individuals with Prevalence HIV Disease,8,Individuals with New Diagnoses HIV Disease among IDU,185,Individuals with Prevalence HIV Disease Among IDU,2015
Lancaster,36,42,071,36,"(40.0459079619, -76.2513876838)",31,Individuals with New Diagnoses HIV Disease,881,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,185,Individuals with  Prevalence HIV Disease Among IDU,2016
Lawrence,37,42,073,37,"(40.9932503514, -80.3375411446)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,44,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2012
Lawrence,37,42,073,37,"(40.9932503514, -80.3375411446)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,46,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2013
Lawrence,37,42,073,37,"(40.9932503514, -80.3375411446)",5,Individuals with New Diagnoses HIV Disease,51,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2014
Lawrence,37,42,073,37,"(40.9932503514, -80.3375411446)",,Non Report. Suppressed count for Individuals New Diagnoses HIV Disease,55,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2016
Lawrence,37,42,073,37,"(40.9932503514, -80.3375411446)",5,Individuals with New Diagnoses HIV Disease,55,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,,Non Report. Suppressed count for Prevalence HIV Disease Among IDU,2015
Lebanon,38,42,075,38,"(40.3675970024, -76.4618257486)",6,Individuals with New Diagnoses HIV Disease,136,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,30,Individuals with Prevalence HIV Disease Among IDU,2014
Lebanon,38,42,075,38,"(40.3675970024, -76.4618257486)",9,Individuals with New Diagnoses HIV Disease,129,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,31,Individuals with Prevalence HIV Disease Among IDU,2012
Lebanon,38,42,075,38,"(40.3675970024, -76.4618257486)",6,Individuals with New Diagnoses HIV Disease,133,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,31,Individuals with  Prevalence HIV Disease Among IDU,2013
Lebanon,38,42,075,38,"(40.3675970024, -76.4618257486)",6,Individuals with New Diagnoses HIV Disease,139,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,31,Individuals with Prevalence HIV Disease Among IDU,2015
Lebanon,38,42,075,38,"(40.3675970024, -76.4618257486)",9,Individuals with New Diagnoses HIV Disease,147,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,31,Individuals with  Prevalence HIV Disease Among IDU,2016
Lehigh,39,42,077,39,"(40.6146479416, -75.6009948118)",39,Individuals with New Diagnoses HIV Disease,1053,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,275,Individuals with  Prevalence HIV Disease Among IDU,2016
Lehigh,39,42,077,39,"(40.6146479416, -75.6009948118)",27,Individuals with New Diagnoses HIV Disease,1029,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,279,Individuals with Prevalence HIV Disease Among IDU,2015
Lehigh,39,42,077,39,"(40.6146479416, -75.6009948118)",41,Individuals with New Diagnoses HIV Disease,1009,Individuals with Prevalence HIV Disease,5,Individuals with New Diagnoses HIV Disease among IDU,280,Individuals with  Prevalence HIV Disease Among IDU,2014
Lehigh,39,42,077,39,"(40.6146479416, -75.6009948118)",42,Individuals with New Diagnoses HIV Disease,958,Individuals with Prevalence HIV Disease,8,Individuals with New Diagnoses HIV Disease among IDU,281,Individuals with Prevalence HIV Disease Among IDU,2012
Lehigh,39,42,077,39,"(40.6146479416, -75.6009948118)",40,Individuals with New Diagnoses HIV Disease,986,Individuals with Prevalence HIV Disease,6,Individuals with New Diagnoses HIV Disease among IDU,284,Individuals with  Prevalence HIV Disease Among IDU,2013
Luzerne,40,42,079,40,"(41.1783643884, -75.991996098)",26,Individuals with New Diagnoses HIV Disease,360,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,81,Individuals with  Prevalence HIV Disease Among IDU,2015
Luzerne,40,42,079,40,"(41.1783643884, -75.991996098)",17,Individuals with New Diagnoses HIV Disease,347,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,84,Individuals with Prevalence HIV Disease Among IDU,2014
Luzerne,40,42,079,40,"(41.1783643884, -75.991996098)",17,Individuals with New Diagnoses HIV Disease,374,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,84,Individuals with  Prevalence HIV Disease Among IDU,2016
Luzerne,40,42,079,40,"(41.1783643884, -75.991996098)",17,Individuals with New Diagnoses HIV Disease,339,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,85,Individuals with Prevalence HIV Disease Among IDU,2013
Luzerne,40,42,079,40,"(41.1783643884, -75.991996098)",18,Individuals with New Diagnoses HIV Disease,333,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,87,Individuals with  Prevalence HIV Disease Among IDU,2012
Lycoming,41,42,081,41,"(41.3445979226, -77.069424568)",5,Individuals with New Diagnoses HIV Disease,226,Individuals with Prevalence HIV Disease,,Non Report. Suppressed count for New Diagnoses HIV Disease among IDU,94,Individuals with Prevalence HIV Disease Among IDU,2016
