State Name,FIPS State Code,Calendar Year,Calendar Month,Month Name,Date,County Code,FIPS County Code,County Name,MA Individuals,MA Children,State Fiscal Year
PA,42,2004,7,July,7/1/2004 0:00,21,41,Cumberland,12877,6365,FY 2004-2005
PA,42,2004,8,August,8/1/2004 0:00,21,41,Cumberland,13122,6503,FY 2004-2005
PA,42,2004,9,September,9/1/2004 0:00,21,41,Cumberland,13123,6516,FY 2004-2005
PA,42,2004,10,October,10/1/2004 0:00,21,41,Cumberland,13372,6611,FY 2004-2005
PA,42,2004,11,November,11/1/2004 0:00,21,41,Cumberland,13392,6643,FY 2004-2005
PA,42,2004,12,December,12/1/2004 0:00,21,41,Cumberland,13445,6685,FY 2004-2005
PA,42,2005,1,January,1/1/2005 0:00,21,41,Cumberland,13795,6867,FY 2004-2005
PA,42,2005,2,February,2/1/2005 0:00,21,41,Cumberland,13746,6826,FY 2004-2005
PA,42,2005,3,March,3/1/2005 0:00,21,41,Cumberland,13856,6923,FY 2004-2005
PA,42,2005,4,April,4/1/2005 0:00,21,41,Cumberland,14100,7082,FY 2004-2005
PA,42,2005,5,May,5/1/2005 0:00,21,41,Cumberland,14291,7205,FY 2004-2005
PA,42,2005,6,June,6/1/2005 0:00,21,41,Cumberland,14093,7110,FY 2004-2005
PA,42,2005,7,July,7/1/2005 0:00,21,41,Cumberland,14328,7221,FY 2005-2006
PA,42,2005,8,August,8/1/2005 0:00,21,41,Cumberland,14353,7172,FY 2005-2006
PA,42,2005,9,September,9/1/2005 0:00,21,41,Cumberland,14395,7250,FY 2005-2006
PA,42,2005,10,October,10/1/2005 0:00,21,41,Cumberland,14673,7446,FY 2005-2006
PA,42,2005,11,November,11/1/2005 0:00,21,41,Cumberland,14561,7426,FY 2005-2006
PA,42,2005,12,December,12/1/2005 0:00,21,41,Cumberland,14970,7666,FY 2005-2006
PA,42,2006,1,January,1/1/2006 0:00,21,41,Cumberland,15342,7891,FY 2005-2006
PA,42,2006,2,February,2/1/2006 0:00,21,41,Cumberland,15231,7856,FY 2005-2006
PA,42,2006,3,March,3/1/2006 0:00,21,41,Cumberland,15473,8012,FY 2005-2006
PA,42,2006,4,April,4/1/2006 0:00,21,41,Cumberland,15891,8274,FY 2005-2006
PA,42,2006,5,May,5/1/2006 0:00,21,41,Cumberland,15991,8355,FY 2005-2006
PA,42,2006,6,June,6/1/2006 0:00,21,41,Cumberland,16126,8499,FY 2005-2006
PA,42,2006,7,July,7/1/2006 0:00,21,41,Cumberland,16297,8612,FY 2006-2007
PA,42,2006,8,August,8/1/2006 0:00,21,41,Cumberland,16320,8680,FY 2006-2007
PA,42,2006,9,September,9/1/2006 0:00,21,41,Cumberland,16093,8575,FY 2006-2007
PA,42,2006,10,October,10/1/2006 0:00,21,41,Cumberland,16114,8591,FY 2006-2007
PA,42,2006,11,November,11/1/2006 0:00,21,41,Cumberland,15725,8376,FY 2006-2007
PA,42,2006,12,December,12/1/2006 0:00,21,41,Cumberland,15815,8466,FY 2006-2007
PA,42,2007,1,January,1/1/2007 0:00,21,41,Cumberland,15804,8459,FY 2006-2007
PA,42,2007,2,February,2/1/2007 0:00,21,41,Cumberland,15549,8332,FY 2006-2007
PA,42,2007,3,March,3/1/2007 0:00,21,41,Cumberland,15802,8462,FY 2006-2007
PA,42,2007,4,April,4/1/2007 0:00,21,41,Cumberland,15737,8426,FY 2006-2007
PA,42,2007,5,May,5/1/2007 0:00,21,41,Cumberland,15597,8349,FY 2006-2007
PA,42,2007,6,June,6/1/2007 0:00,21,41,Cumberland,15920,8562,FY 2006-2007
PA,42,2007,7,July,7/1/2007 0:00,21,41,Cumberland,15872,8485,FY 2007-2008
PA,42,2007,8,August,8/1/2007 0:00,21,41,Cumberland,15812,8409,FY 2007-2008
PA,42,2007,9,September,9/1/2007 0:00,21,41,Cumberland,16100,8613,FY 2007-2008
PA,42,2007,10,October,10/1/2007 0:00,21,41,Cumberland,16054,8557,FY 2007-2008
PA,42,2007,11,November,11/1/2007 0:00,21,41,Cumberland,15956,8515,FY 2007-2008
PA,42,2007,12,December,12/1/2007 0:00,21,41,Cumberland,16048,8572,FY 2007-2008
PA,42,2008,1,January,1/1/2008 0:00,21,41,Cumberland,16029,8573,FY 2007-2008
PA,42,2008,2,February,2/1/2008 0:00,21,41,Cumberland,16105,8622,FY 2007-2008
PA,42,2008,3,March,3/1/2008 0:00,21,41,Cumberland,16399,8766,FY 2007-2008
PA,42,2008,4,April,4/1/2008 0:00,21,41,Cumberland,16356,8716,FY 2007-2008
PA,42,2008,5,May,5/1/2008 0:00,21,41,Cumberland,16719,8888,FY 2007-2008
PA,42,2008,6,June,6/1/2008 0:00,21,41,Cumberland,16676,8876,FY 2007-2008
PA,42,2008,7,July,7/1/2008 0:00,21,41,Cumberland,16482,8765,FY 2008-2009
PA,42,2008,8,August,8/1/2008 0:00,21,41,Cumberland,16522,8764,FY 2008-2009
PA,42,2008,9,September,9/1/2008 0:00,21,41,Cumberland,16683,8827,FY 2008-2009
PA,42,2008,10,October,10/1/2008 0:00,21,41,Cumberland,17004,9013,FY 2008-2009
PA,42,2008,11,November,11/1/2008 0:00,21,41,Cumberland,16996,9005,FY 2008-2009
PA,42,2008,12,December,12/1/2008 0:00,21,41,Cumberland,17290,9165,FY 2008-2009
PA,42,2009,1,January,1/1/2009 0:00,21,41,Cumberland,17665,9381,FY 2008-2009
PA,42,2009,2,February,2/1/2009 0:00,21,41,Cumberland,17965,9564,FY 2008-2009
PA,42,2009,3,March,3/1/2009 0:00,21,41,Cumberland,18097,9634,FY 2008-2009
PA,42,2009,4,April,4/1/2009 0:00,21,41,Cumberland,18187,9695,FY 2008-2009
PA,42,2009,5,May,5/1/2009 0:00,21,41,Cumberland,18492,9960,FY 2008-2009
PA,42,2009,6,June,6/1/2009 0:00,21,41,Cumberland,18518,9951,FY 2008-2009
PA,42,2009,7,July,7/1/2009 0:00,21,41,Cumberland,18511,9966,FY 2009-2010
PA,42,2009,8,August,8/1/2009 0:00,21,41,Cumberland,18726,10083,FY 2009-2010
PA,42,2009,9,September,9/1/2009 0:00,21,41,Cumberland,18913,10180,FY 2009-2010
PA,42,2009,10,October,10/1/2009 0:00,21,41,Cumberland,19267,10396,FY 2009-2010
PA,42,2009,11,November,11/1/2009 0:00,21,41,Cumberland,19329,10437,FY 2009-2010
PA,42,2009,12,December,12/1/2009 0:00,21,41,Cumberland,19529,10559,FY 2009-2010
PA,42,2010,1,January,1/1/2010 0:00,21,41,Cumberland,19934,10778,FY 2009-2010
PA,42,2010,2,February,2/1/2010 0:00,21,41,Cumberland,19892,10806,FY 2009-2010
PA,42,2010,3,March,3/1/2010 0:00,21,41,Cumberland,20543,11188,FY 2009-2010
PA,42,2010,4,April,4/1/2010 0:00,21,41,Cumberland,20567,11161,FY 2009-2010
PA,42,2010,5,May,5/1/2010 0:00,21,41,Cumberland,20632,11151,FY 2009-2010
PA,42,2010,6,June,6/1/2010 0:00,21,41,Cumberland,20622,11124,FY 2009-2010
PA,42,2010,7,July,7/1/2010 0:00,21,41,Cumberland,20778,11163,FY 2010-2011
PA,42,2010,8,August,8/1/2010 0:00,21,41,Cumberland,20718,11094,FY 2010-2011
PA,42,2010,9,September,9/1/2010 0:00,21,41,Cumberland,20493,10984,FY 2010-2011
PA,42,2010,10,October,10/1/2010 0:00,21,41,Cumberland,20684,11012,FY 2010-2011
PA,42,2010,11,November,11/1/2010 0:00,21,41,Cumberland,20849,11136,FY 2010-2011
PA,42,2010,12,December,12/1/2010 0:00,21,41,Cumberland,21076,11221,FY 2010-2011
PA,42,2011,1,January,1/1/2011 0:00,21,41,Cumberland,21191,11253,FY 2010-2011
PA,42,2011,2,February,2/1/2011 0:00,21,41,Cumberland,21268,11282,FY 2010-2011
PA,42,2011,3,March,3/1/2011 0:00,21,41,Cumberland,21720,11539,FY 2010-2011
PA,42,2011,4,April,4/1/2011 0:00,21,41,Cumberland,21862,11609,FY 2010-2011
PA,42,2011,5,May,5/1/2011 0:00,21,41,Cumberland,21819,11578,FY 2010-2011
PA,42,2011,6,June,6/1/2011 0:00,21,41,Cumberland,21810,11556,FY 2010-2011
PA,42,2011,7,July,7/1/2011 0:00,21,41,Cumberland,22074,11707,FY 2011-2012
PA,42,2011,8,August,8/1/2011 0:00,21,41,Cumberland,21863,11570,FY 2011-2012
PA,42,2011,9,September,9/1/2011 0:00,21,41,Cumberland,21717,11511,FY 2011-2012
PA,42,2011,10,October,10/1/2011 0:00,21,41,Cumberland,21649,11686,FY 2011-2012
PA,42,2011,11,November,11/1/2011 0:00,21,41,Cumberland,21310,11636,FY 2011-2012
PA,42,2011,12,December,12/1/2011 0:00,21,41,Cumberland,21321,11308,FY 2011-2012
PA,42,2012,1,January,1/1/2012 0:00,21,41,Cumberland,21511,11439,FY 2011-2012
PA,42,2012,2,February,2/1/2012 0:00,21,41,Cumberland,21635,11518,FY 2011-2012
PA,42,2012,3,March,3/1/2012 0:00,21,41,Cumberland,21826,11622,FY 2011-2012
PA,42,2012,4,April,4/1/2012 0:00,21,41,Cumberland,21874,11655,FY 2011-2012
PA,42,2012,5,May,5/1/2012 0:00,21,41,Cumberland,21958,11713,FY 2011-2012
PA,42,2012,6,June,6/1/2012 0:00,21,41,Cumberland,21762,11595,FY 2011-2012
PA,42,2012,7,July,7/1/2012 0:00,21,41,Cumberland,21893,11680,FY 2012-2013
PA,42,2012,8,August,8/1/2012 0:00,21,41,Cumberland,21875,11659,FY 2012-2013
PA,42,2012,9,September,9/1/2012 0:00,21,41,Cumberland,21780,11611,FY 2012-2013
PA,42,2012,10,October,10/1/2012 0:00,21,41,Cumberland,21903,11506,FY 2012-2013
PA,42,2012,11,November,11/1/2012 0:00,21,41,Cumberland,21976,11546,FY 2012-2013
PA,42,2012,12,December,12/1/2012 0:00,21,41,Cumberland,22140,11637,FY 2012-2013
PA,42,2013,1,January,1/1/2013 0:00,21,41,Cumberland,22430,11840,FY 2012-2013
PA,42,2013,2,February,2/1/2013 0:00,21,41,Cumberland,22376,11771,FY 2012-2013
PA,42,2013,3,March,3/1/2013 0:00,21,41,Cumberland,22354,11714,FY 2012-2013
PA,42,2013,4,April,4/1/2013 0:00,21,41,Cumberland,22325,11710,FY 2012-2013
PA,42,2013,5,May,5/1/2013 0:00,21,41,Cumberland,22273,11654,FY 2012-2013
PA,42,2013,6,June,6/1/2013 0:00,21,41,Cumberland,22231,11616,FY 2012-2013
PA,42,2013,7,July,7/1/2013 0:00,21,41,Cumberland,22399,11709,FY 2013-2014
PA,42,2013,8,August,8/1/2013 0:00,21,41,Cumberland,22249,11608,FY 2013-2014
PA,42,2013,9,September,9/1/2013 0:00,21,41,Cumberland,22199,11577,FY 2013-2014
PA,42,2013,10,October,10/1/2013 0:00,21,41,Cumberland,22444,11705,FY 2013-2014
PA,42,2013,11,November,11/1/2013 0:00,21,41,Cumberland,22464,11714,FY 2013-2014
PA,42,2013,12,December,12/1/2013 0:00,21,41,Cumberland,22586,11819,FY 2013-2014
PA,42,2014,1,January,1/1/2014 0:00,21,41,Cumberland,22768,11898,FY 2013-2014
PA,42,2014,2,February,2/1/2014 0:00,21,41,Cumberland,22881,11979,FY 2013-2014
PA,42,2014,3,March,3/1/2014 0:00,21,41,Cumberland,23288,12231,FY 2013-2014
PA,42,2014,4,April,4/1/2014 0:00,21,41,Cumberland,23430,12371,FY 2013-2014
PA,42,2014,5,May,5/1/2014 0:00,21,41,Cumberland,23519,12444,FY 2013-2014
PA,42,2014,6,June,6/1/2014 0:00,21,41,Cumberland,23475,12491,FY 2013-2014
PA,42,2014,7,July,7/1/2014 0:00,21,41,Cumberland,23689,12769,FY 2014-2015
PA,42,2014,8,August,8/1/2014 0:00,21,41,Cumberland,23793,12885,FY 2014-2015
PA,42,2014,9,September,9/1/2014 0:00,21,41,Cumberland,24092,13087,FY 2014-2015
PA,42,2014,10,October,10/1/2014 0:00,21,41,Cumberland,24201,13144,FY 2014-2015
PA,42,2014,11,November,11/1/2014 0:00,21,41,Cumberland,24113,13079,FY 2014-2015
PA,42,2014,12,December,12/1/2014 0:00,21,41,Cumberland,24293,13184,FY 2014-2015
PA,42,2015,1,January,1/1/2015 0:00,21,41,Cumberland,25516,13392,FY 2014-2015
PA,42,2015,2,February,2/1/2015 0:00,21,41,Cumberland,26291,13587,FY 2014-2015
PA,42,2015,3,March,3/1/2015 0:00,21,41,Cumberland,27191,13800,FY 2014-2015
PA,42,2015,4,April,4/1/2015 0:00,21,41,Cumberland,27624,13827,FY 2014-2015
PA,42,2015,5,May,5/1/2015 0:00,21,41,Cumberland,27763,13763,FY 2014-2015
PA,42,2015,6,June,6/1/2015 0:00,21,41,Cumberland,28208,13859,FY 2014-2015
PA,42,2015,7,July,7/1/2015 0:00,21,41,Cumberland,28522,13940,FY 2015-2016
PA,42,2015,8,August,8/1/2015 0:00,21,41,Cumberland,28859,14033,FY 2015-2016
PA,42,2015,9,September,9/1/2015 0:00,21,41,Cumberland,29263,14157,FY 2015-2016
PA,42,2015,10,October,10/1/2015 0:00,21,41,Cumberland,29688,14330,FY 2015-2016
PA,42,2015,11,November,11/1/2015 0:00,21,41,Cumberland,29736,14290,FY 2015-2016
PA,42,2015,12,December,12/1/2015 0:00,21,41,Cumberland,30365,14437,FY 2015-2016
PA,42,2016,1,January,1/1/2016 0:00,21,41,Cumberland,30680,14489,FY 2015-2016
PA,42,2016,2,February,2/1/2016 0:00,21,41,Cumberland,30864,14510,FY 2015-2016
PA,42,2016,3,March,3/1/2016 0:00,21,41,Cumberland,31129,14612,FY 2015-2016
PA,42,2016,4,April,4/1/2016 0:00,21,41,Cumberland,31256,14632,FY 2015-2016
PA,42,2016,5,May,5/1/2016 0:00,21,41,Cumberland,31463,14705,FY 2015-2016
PA,42,2016,6,June,6/1/2016 0:00,21,41,Cumberland,31449,14652,FY 2015-2016
PA,42,2016,7,July,7/1/2016 0:00,21,41,Cumberland,31707,14684,FY 2016-2017
PA,42,2016,8,August,8/1/2016 0:00,21,41,Cumberland,31813,14747,FY 2016-2017
PA,42,2016,9,September,9/1/2016 0:00,21,41,Cumberland,31891,14785,FY 2016-2017
PA,42,2016,10,October,10/1/2016 0:00,21,41,Cumberland,31864,14730,FY 2016-2017
PA,42,2016,11,November,11/1/2016 0:00,21,41,Cumberland,31977,14737,FY 2016-2017
PA,42,2016,12,December,12/1/2016 0:00,21,41,Cumberland,32235,14809,FY 2016-2017
PA,42,2017,1,January,1/1/2017 0:00,21,41,Cumberland,32643,14913,FY 2016-2017
PA,42,2017,2,February,2/1/2017 0:00,21,41,Cumberland,32906,15016,FY 2016-2017
PA,42,2017,3,March,3/1/2017 0:00,21,41,Cumberland,33085,15125,FY 2016-2017
PA,42,2017,4,April,4/1/2017 0:00,21,41,Cumberland,32961,15090,FY 2016-2017
PA,42,2017,5,May,5/1/2017 0:00,21,41,Cumberland,33065,15082,FY 2016-2017
PA,42,2017,6,June,6/1/2017 0:00,21,41,Cumberland,33108,15142,FY 2016-2017
PA,42,2017,7,July,7/1/2017 0:00,21,41,Cumberland,33028,15102,FY 2017-2018
PA,42,2017,8,August,8/1/2017 0:00,21,41,Cumberland,33274,15199,FY 2017-2018
PA,42,2017,9,September,9/1/2017 0:00,21,41,Cumberland,33247,15191,FY 2017-2018
PA,42,2017,10,October,10/1/2017 0:00,21,41,Cumberland,33268,15179,FY 2016-2017
PA,42,2017,11,November,11/1/2017 0:00,21,41,Cumberland,33438,15259,FY 2016-2017
PA,42,2017,12,December,12/1/2017 0:00,21,41,Cumberland,33448,15214,FY 2016-2017
PA,42,2018,1,January,1/1/2018 0:00,21,41,Cumberland,33822,15381,FY 2017-2018
PA,42,2018,2,February,2/1/2018 0:00,21,41,Cumberland,33789,15390,FY 2017-2018
PA,42,2018,3,March,3/1/2018 0:00,21,41,Cumberland,33591,15285,FY 2017-2018
PA,42,2018,4,April,4/1/2018 0:00,21,41,Cumberland,33446,15302,FY 2017-2018
PA,42,2018,5,May,5/1/2018 0:00,21,41,Cumberland,33864,15485,FY 2017-2018
PA,42,2018,6,June,6/1/2018 0:00,21,41,Cumberland,33551,15374,FY 2017-2018
PA,42,2018,7,July,7/1/2018 0:00,21,41,Cumberland,33655,15448,FY 2018-2019
PA,42,2003,7,July,7/1/2003 0:00,22,43,Dauphin,30123,16597,FY 2003-2004
PA,42,2003,8,August,8/1/2003 0:00,22,43,Dauphin,30328,16737,FY 2003-2004
PA,42,2003,9,September,9/1/2003 0:00,22,43,Dauphin,30563,16806,FY 2003-2004
PA,42,2003,10,October,10/1/2003 0:00,22,43,Dauphin,30588,16771,FY 2003-2004
PA,42,2003,11,November,11/1/2003 0:00,22,43,Dauphin,30749,16839,FY 2003-2004
PA,42,2003,12,December,12/1/2003 0:00,22,43,Dauphin,30716,16804,FY 2003-2004
PA,42,2004,1,January,1/1/2004 0:00,22,43,Dauphin,31095,17003,FY 2003-2004
PA,42,2004,2,February,2/1/2004 0:00,22,43,Dauphin,31324,17146,FY 2003-2004
PA,42,2004,3,March,3/1/2004 0:00,22,43,Dauphin,31561,17235,FY 2003-2004
PA,42,2004,4,April,4/1/2004 0:00,22,43,Dauphin,31932,17439,FY 2003-2004
PA,42,2004,5,May,5/1/2004 0:00,22,43,Dauphin,32647,17870,FY 2003-2004
PA,42,2004,6,June,6/1/2004 0:00,22,43,Dauphin,32632,17847,FY 2003-2004
PA,42,2004,7,July,7/1/2004 0:00,22,43,Dauphin,32928,17983,FY 2004-2005
PA,42,2004,8,August,8/1/2004 0:00,22,43,Dauphin,33153,18112,FY 2004-2005
PA,42,2004,9,September,9/1/2004 0:00,22,43,Dauphin,33262,18118,FY 2004-2005
PA,42,2004,10,October,10/1/2004 0:00,22,43,Dauphin,33880,18484,FY 2004-2005
PA,42,2004,11,November,11/1/2004 0:00,22,43,Dauphin,34039,18552,FY 2004-2005
PA,42,2004,12,December,12/1/2004 0:00,22,43,Dauphin,33788,18507,FY 2004-2005
PA,42,2005,1,January,1/1/2005 0:00,22,43,Dauphin,34424,18872,FY 2004-2005
PA,42,2005,2,February,2/1/2005 0:00,22,43,Dauphin,34476,18855,FY 2004-2005
PA,42,2005,3,March,3/1/2005 0:00,22,43,Dauphin,34805,19057,FY 2004-2005
PA,42,2005,4,April,4/1/2005 0:00,22,43,Dauphin,35557,19440,FY 2004-2005
PA,42,2005,5,May,5/1/2005 0:00,22,43,Dauphin,35693,19478,FY 2004-2005
PA,42,2005,6,June,6/1/2005 0:00,22,43,Dauphin,35486,19403,FY 2004-2005
PA,42,2005,7,July,7/1/2005 0:00,22,43,Dauphin,35874,19591,FY 2005-2006
PA,42,2005,8,August,8/1/2005 0:00,22,43,Dauphin,36138,19706,FY 2005-2006
PA,42,2005,9,September,9/1/2005 0:00,22,43,Dauphin,36049,19697,FY 2005-2006
PA,42,2005,10,October,10/1/2005 0:00,22,43,Dauphin,36795,20120,FY 2005-2006
PA,42,2005,11,November,11/1/2005 0:00,22,43,Dauphin,36914,20183,FY 2005-2006
PA,42,2005,12,December,12/1/2005 0:00,22,43,Dauphin,37529,20636,FY 2005-2006
PA,42,2006,1,January,1/1/2006 0:00,22,43,Dauphin,37415,20574,FY 2005-2006
PA,42,2006,2,February,2/1/2006 0:00,22,43,Dauphin,37322,20616,FY 2005-2006
PA,42,2006,3,March,3/1/2006 0:00,22,43,Dauphin,38078,21107,FY 2005-2006
PA,42,2006,4,April,4/1/2006 0:00,22,43,Dauphin,38734,21547,FY 2005-2006
PA,42,2006,5,May,5/1/2006 0:00,22,43,Dauphin,38706,21553,FY 2005-2006
PA,42,2006,6,June,6/1/2006 0:00,22,43,Dauphin,38669,21671,FY 2005-2006
PA,42,2006,7,July,7/1/2006 0:00,22,43,Dauphin,39008,21894,FY 2006-2007
PA,42,2006,8,August,8/1/2006 0:00,22,43,Dauphin,39177,22088,FY 2006-2007
PA,42,2006,9,September,9/1/2006 0:00,22,43,Dauphin,39071,22039,FY 2006-2007
PA,42,2006,10,October,10/1/2006 0:00,22,43,Dauphin,39306,22172,FY 2006-2007
PA,42,2006,11,November,11/1/2006 0:00,22,43,Dauphin,38964,22059,FY 2006-2007
PA,42,2006,12,December,12/1/2006 0:00,22,43,Dauphin,38533,21772,FY 2006-2007
PA,42,2007,1,January,1/1/2007 0:00,22,43,Dauphin,38283,21553,FY 2006-2007
PA,42,2007,2,February,2/1/2007 0:00,22,43,Dauphin,38158,21506,FY 2006-2007
PA,42,2007,3,March,3/1/2007 0:00,22,43,Dauphin,38950,22000,FY 2006-2007
PA,42,2007,4,April,4/1/2007 0:00,22,43,Dauphin,39062,22097,FY 2006-2007
PA,42,2007,5,May,5/1/2007 0:00,22,43,Dauphin,38655,21800,FY 2006-2007
PA,42,2007,6,June,6/1/2007 0:00,22,43,Dauphin,38865,21967,FY 2006-2007
PA,42,2007,7,July,7/1/2007 0:00,22,43,Dauphin,38986,22028,FY 2007-2008
PA,42,2007,8,August,8/1/2007 0:00,22,43,Dauphin,39345,22316,FY 2007-2008
PA,42,2007,9,September,9/1/2007 0:00,22,43,Dauphin,38921,22147,FY 2007-2008
PA,42,2007,10,October,10/1/2007 0:00,22,43,Dauphin,38783,21937,FY 2007-2008
PA,42,2007,11,November,11/1/2007 0:00,22,43,Dauphin,38429,21717,FY 2007-2008
PA,42,2007,12,December,12/1/2007 0:00,22,43,Dauphin,38988,21980,FY 2007-2008
PA,42,2008,1,January,1/1/2008 0:00,22,43,Dauphin,38729,21838,FY 2007-2008
PA,42,2008,2,February,2/1/2008 0:00,22,43,Dauphin,38530,21678,FY 2007-2008
PA,42,2008,3,March,3/1/2008 0:00,22,43,Dauphin,39600,22293,FY 2007-2008
PA,42,2008,4,April,4/1/2008 0:00,22,43,Dauphin,39424,22167,FY 2007-2008
PA,42,2008,5,May,5/1/2008 0:00,22,43,Dauphin,39487,22178,FY 2007-2008
PA,42,2008,6,June,6/1/2008 0:00,22,43,Dauphin,39449,22183,FY 2007-2008
PA,42,2008,7,July,7/1/2008 0:00,22,43,Dauphin,39278,22078,FY 2008-2009
PA,42,2008,8,August,8/1/2008 0:00,22,43,Dauphin,39687,22284,FY 2008-2009
PA,42,2008,9,September,9/1/2008 0:00,22,43,Dauphin,40063,22518,FY 2008-2009
PA,42,2008,10,October,10/1/2008 0:00,22,43,Dauphin,40161,22538,FY 2008-2009
PA,42,2008,11,November,11/1/2008 0:00,22,43,Dauphin,40820,22899,FY 2008-2009
PA,42,2008,12,December,12/1/2008 0:00,22,43,Dauphin,41070,23018,FY 2008-2009
PA,42,2009,1,January,1/1/2009 0:00,22,43,Dauphin,41229,23085,FY 2008-2009
PA,42,2009,2,February,2/1/2009 0:00,22,43,Dauphin,41270,23064,FY 2008-2009
PA,42,2009,3,March,3/1/2009 0:00,22,43,Dauphin,41816,23454,FY 2008-2009
PA,42,2009,4,April,4/1/2009 0:00,22,43,Dauphin,41575,23312,FY 2008-2009
PA,42,2009,5,May,5/1/2009 0:00,22,43,Dauphin,41621,23416,FY 2008-2009
PA,42,2009,6,June,6/1/2009 0:00,22,43,Dauphin,41812,23491,FY 2008-2009
PA,42,2009,7,July,7/1/2009 0:00,22,43,Dauphin,41931,23548,FY 2009-2010
PA,42,2009,8,August,8/1/2009 0:00,22,43,Dauphin,42736,24018,FY 2009-2010
PA,42,2009,9,September,9/1/2009 0:00,22,43,Dauphin,42984,24185,FY 2009-2010
PA,42,2009,10,October,10/1/2009 0:00,22,43,Dauphin,43437,24441,FY 2009-2010
PA,42,2009,11,November,11/1/2009 0:00,22,43,Dauphin,43369,24419,FY 2009-2010
PA,42,2009,12,December,12/1/2009 0:00,22,43,Dauphin,43124,24210,FY 2009-2010
PA,42,2010,1,January,1/1/2010 0:00,22,43,Dauphin,43706,24617,FY 2009-2010
PA,42,2010,2,February,2/1/2010 0:00,22,43,Dauphin,43784,24593,FY 2009-2010
PA,42,2010,3,March,3/1/2010 0:00,22,43,Dauphin,45248,25544,FY 2009-2010
PA,42,2010,4,April,4/1/2010 0:00,22,43,Dauphin,45208,25396,FY 2009-2010
PA,42,2010,5,May,5/1/2010 0:00,22,43,Dauphin,44876,25080,FY 2009-2010
PA,42,2010,6,June,6/1/2010 0:00,22,43,Dauphin,45161,25205,FY 2009-2010
PA,42,2010,7,July,7/1/2010 0:00,22,43,Dauphin,45851,25603,FY 2010-2011
PA,42,2010,8,August,8/1/2010 0:00,22,43,Dauphin,45849,25553,FY 2010-2011
PA,42,2010,9,September,9/1/2010 0:00,22,43,Dauphin,45765,25484,FY 2010-2011
PA,42,2010,10,October,10/1/2010 0:00,22,43,Dauphin,45902,25611,FY 2010-2011
PA,42,2010,11,November,11/1/2010 0:00,22,43,Dauphin,46142,25774,FY 2010-2011
PA,42,2010,12,December,12/1/2010 0:00,22,43,Dauphin,46517,25937,FY 2010-2011
PA,42,2011,1,January,1/1/2011 0:00,22,43,Dauphin,46879,26114,FY 2010-2011
PA,42,2011,2,February,2/1/2011 0:00,22,43,Dauphin,46942,26097,FY 2010-2011
PA,42,2011,3,March,3/1/2011 0:00,22,43,Dauphin,47687,26596,FY 2010-2011
PA,42,2011,4,April,4/1/2011 0:00,22,43,Dauphin,47550,26400,FY 2010-2011
PA,42,2011,5,May,5/1/2011 0:00,22,43,Dauphin,47444,26286,FY 2010-2011
PA,42,2011,6,June,6/1/2011 0:00,22,43,Dauphin,47372,26154,FY 2010-2011
PA,42,2011,7,July,7/1/2011 0:00,22,43,Dauphin,47942,26455,FY 2011-2012
PA,42,2011,8,August,8/1/2011 0:00,22,43,Dauphin,48483,26714,FY 2011-2012
PA,42,2011,9,September,9/1/2011 0:00,22,43,Dauphin,47786,26247,FY 2011-2012
PA,42,2011,10,October,10/1/2011 0:00,22,43,Dauphin,47723,26660,FY 2011-2012
PA,42,2011,11,November,11/1/2011 0:00,22,43,Dauphin,45737,25737,FY 2011-2012
PA,42,2011,12,December,12/1/2011 0:00,22,43,Dauphin,45633,24677,FY 2011-2012
PA,42,2012,1,January,1/1/2012 0:00,22,43,Dauphin,45676,24713,FY 2011-2012
PA,42,2012,2,February,2/1/2012 0:00,22,43,Dauphin,46023,24857,FY 2011-2012
PA,42,2012,3,March,3/1/2012 0:00,22,43,Dauphin,46180,24896,FY 2011-2012
PA,42,2012,4,April,4/1/2012 0:00,22,43,Dauphin,45798,24666,FY 2011-2012
PA,42,2012,5,May,5/1/2012 0:00,22,43,Dauphin,45749,24605,FY 2011-2012
PA,42,2012,6,June,6/1/2012 0:00,22,43,Dauphin,45502,24437,FY 2011-2012
PA,42,2012,7,July,7/1/2012 0:00,22,43,Dauphin,45818,24643,FY 2012-2013
PA,42,2012,8,August,8/1/2012 0:00,22,43,Dauphin,45918,24773,FY 2012-2013
PA,42,2012,9,September,9/1/2012 0:00,22,43,Dauphin,45823,24754,FY 2012-2013
PA,42,2012,10,October,10/1/2012 0:00,22,43,Dauphin,45794,24722,FY 2012-2013
PA,42,2012,11,November,11/1/2012 0:00,22,43,Dauphin,45666,24675,FY 2012-2013
PA,42,2012,12,December,12/1/2012 0:00,22,43,Dauphin,45787,24770,FY 2012-2013
PA,42,2013,1,January,1/1/2013 0:00,22,43,Dauphin,46545,25212,FY 2012-2013
PA,42,2013,2,February,2/1/2013 0:00,22,43,Dauphin,46968,25425,FY 2012-2013
PA,42,2013,3,March,3/1/2013 0:00,22,43,Dauphin,47114,25535,FY 2012-2013
PA,42,2013,4,April,4/1/2013 0:00,22,43,Dauphin,46834,25393,FY 2012-2013
PA,42,2013,5,May,5/1/2013 0:00,22,43,Dauphin,46621,25273,FY 2012-2013
PA,42,2013,6,June,6/1/2013 0:00,22,43,Dauphin,46544,25170,FY 2012-2013
PA,42,2013,7,July,7/1/2013 0:00,22,43,Dauphin,46909,25286,FY 2013-2014
